aset_id,opd_id,kategori_kib,kondisi,status,luas_m2,umur_aset,address,lat,lon,poi_kampus_n,poi_kampus_d,poi_sekolah_n,poi_sekolah_d,poi_mal_n,poi_mal_d,poi_pasar_n,poi_pasar_d,poi_rumah_sakit_n,poi_rumah_sakit_d,poi_puskesmas_n,poi_puskesmas_d,poi_stasiun_n,poi_stasiun_d,poi_kantor_n,poi_kantor_d,poi_tempat_budaya_n,poi_tempat_budaya_d,poi_total,y_jenis,y_kontribusi,y_permintaan
aset-1388,5,2,0,1,1009,20,"Jl. Sutomo No. 6, Kel. Gaharu Kec. Medan Johor, Kota Medan",3.570813,98.700284,0,3.0603,3,1.3752,3,2.4533,1,1.4835,2,1.5779,0,4.2481,0,3.351,0,3.8106,3,1.8797,12,2,2500000,1
aset-1389,5,0,2,1,378,25,"Jl. Balai Kota No. 8, Kel. Jati Kec. Medan Area, Kota Medan",3.570214,98.67192,2,1.8599,6,2.3228,5,0.563,3,1.9318,4,1.6441,2,1.7572,1,2.2712,1,2.6669,7,1.4363,31,2,128300000,2
aset-1390,1,2,0,1,546,26,"Jl. Thamrin No. 36, Kel. Sikambing Kec. Medan Petisah, Kota Medan",3.615189,98.629174,0,5.0,0,5.0,0,4.7948,0,5.0,0,4.9282,0,4.5658,0,5.0,0,5.0,0,4.0859,0,1,400000,0
aset-1391,2,2,0,1,602,12,"Lorong Sutomo No. 30, Kel. Pasar Merah Kec. Medan Kota, Kota Medan",3.629023,98.67168,2,1.086,0,3.2273,1,0.3445,0,4.0063,2,2.3546,0,3.8551,0,4.3792,0,3.9118,0,3.9157,5,0,600000,1
aset-1392,1,2,1,0,797,19,"Jl. Yos Sudarso No. 22, Kel. Kesawan Kec. Medan Labuhan, Kota Medan",3.5631,98.694441,0,3.5,1,2.1025,2,2.541,1,2.1077,2,2.2185,0,3.3614,0,3.5628,0,4.0572,3,1.7745,9,1,800000,1
aset-1393,2,0,1,1,5960,13,"Jl. Setiabudi No. 42, Kel. Pulo Brayan Kec. Medan Deli, Kota Medan",3.579015,98.674721,3,1.2607,6,1.335,7,0.4442,3,1.6089,5,0.7308,2,2.0792,1,1.2474,1,1.6665,7,1.0091,35,2,752200000,2
aset-1394,2,0,0,1,1078,22,"Jl. Sudirman No. 48, Kel. Pulo Brayan Kec. Medan Area, Kota Medan",3.550244,98.635725,1,2.7354,0,5.0,0,4.0375,0,3.1475,0,5.0,0,3.3114,0,5.0,0,5.0,0,4.8112,1,0,2700000,0
aset-1395,5,2,1,1,493,16,"Gang Veteran No. 30, Kel. Jati Kec. Medan Selayang, Kota Medan",3.554469,98.620997,0,4.0851,0,5.0,0,5.0,0,4.7395,0,5.0,0,4.8865,0,5.0,0,5.0,0,5.0,0,1,100000,0
aset-1396,2,0,2,1,639,18,"Jl. Imam Bonjol No. 50, Kel. Jati Kec. Medan Denai, Kota Medan",3.56849,98.684228,1,2.4821,5,1.9198,5,1.5012,2,1.7901,3,1.8844,1,2.5461,1,2.5228,0,3.0158,5,0.7359,23,2,147700000,2
aset-1397,4,0,0,0,8501,7,"Jl. Yos Sudarso No. 30, Kel. Pulo Brayan Kec. Medan Labuhan, Kota Medan",3.577412,98.694804,2,2.1474,5,0.5106,5,1.6012,1,0.5481,4,0.6528,0,3.8425,1,2.4214,1,2.8693,5,1.1822,24,2,571400000,2
aset-1398,4,2,0,1,445,6,"Jl. KH Wahid Hasyim No. 1, Kel. Titi Kuning Kec. Medan Helvetia, Kota Medan",3.603366,98.641484,0,4.1736,0,3.5773,0,3.4036,0,3.4725,0,3.0598,1,2.7706,0,4.2123,0,3.8625,1,2.1913,2,1,700000,1
aset-1399,3,0,0,1,2161,11,"Jl. Teuku Daud No. 16, Kel. Petisah Tengah Kec. Medan Petisah, Kota Medan",3.591708,98.673134,3,0.5659,7,0.1243,7,0.7173,2,0.2769,7,0.7565,1,0.974,1,0.4692,1,0.3284,7,0.5208,36,2,635900000,2
aset-1400,1,2,2,1,1233,14,"Jl. Yos Sudarso No. 1, Kel. Sunggal Kec. Medan Tembung, Kota Medan",3.614004,98.630002,0,5.0,0,5.0,0,4.7412,0,5.0,0,4.7765,0,4.4216,0,5.0,0,5.0,0,3.9276,0,4,100000,0
aset-1401,3,2,0,2,2160,19,"Jl. Imam Bonjol No. 7, Kel. Pasar Merah Kec. Medan Sunggal, Kota Medan",3.56714,98.692054,1,2.9786,3,1.6843,5,2.0224,1,1.6556,3,1.7666,0,3.248,0,3.0417,0,3.5358,4,1.2658,17,2,10300000,1
aset-1402,3,0,1,1,18189,23,"Jl. HM Yamin No. 24, Kel. Pasar Merah Kec. Medan Marelan, Kota Medan",3.573092,98.610184,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5,4000000,1
aset-1403,3,2,1,2,2635,21,"Lingkungan Katamso No. 45, Kel. Pandan Selamat Kec. Medan Denai, Kota Medan",3.572701,98.681658,3,1.9574,6,1.7076,6,0.9922,3,1.6289,5,1.7016,1,2.6204,1,1.9918,1,2.4809,6,0.3647,32,2,66100000,2
aset-1404,5,0,2,1,875,23,"Jl. Yos Sudarso No. 30, Kel. Sunggal Kec. Medan Marelan, Kota Medan",3.542463,98.610062,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,3,1100000,1
aset-1405,6,0,1,1,926,6,"Komplek Katamso No. 36, Kel. Sikambing Kec. Medan Timur, Kota Medan",3.622157,98.678817,2,1.1209,1,2.163,2,0.967,0,3.3562,4,1.3734,0,3.3867,0,3.5814,0,3.1595,0,3.3318,9,2,21200000,1
aset-1406,5,2,0,1,972,19,"Jl. Gatot Subroto No. 32, Kel. Pasar Merah Kec. Medan Johor, Kota Medan",3.579848,98.667684,3,1.5921,5,1.4244,6,0.8843,3,1.508,5,0.7467,2,1.711,1,1.5307,1,1.7707,7,1.2936,33,2,39100000,2
aset-1407,5,2,0,0,634,20,"Jl. Sudirman No. 30, Kel. Suka Maju Kec. Medan Polonia, Kota Medan",3.567555,98.664413,2,0.9851,2,2.8157,5,0.4028,2,1.4094,2,2.1146,1,1.2866,1,2.8601,0,3.1665,6,2.3197,21,5,5200000,1
aset-1408,2,0,1,1,1493,20,"Jl. Cut Mutia No. 15, Kel. Petisah Tengah Kec. Medan Labuhan, Kota Medan",3.54298,98.678515,0,3.2808,0,4.7088,1,2.9147,1,2.1119,0,4.7281,1,2.0846,0,5.0,0,5.0,0,3.6213,3,0,2700000,0
aset-1409,5,0,0,1,1298,8,"Jl. Diponegoro No. 28, Kel. Sunggal Kec. Medan Maimun, Kota Medan",3.592053,98.652323,1,2.8485,3,2.1862,3,2.3684,1,2.0754,2,1.4472,1,1.4445,1,2.7481,1,2.5259,4,0.4512,17,2,46000000,1
aset-1410,3,0,0,1,2986,20,"Lorong Diponegoro No. 7, Kel. Sikambing Kec. Medan Sunggal, Kota Medan",3.58908,98.674026,3,0.4395,7,0.2136,7,0.5521,2,0.5503,7,0.5063,1,1.1986,1,0.3455,1,0.5577,7,0.2498,36,2,316400000,2
aset-1411,2,0,1,1,4070,19,"Lorong Sutomo No. 1, Kel. Aur Kec. Medan Labuhan, Kota Medan",3.584212,98.688721,3,1.2672,7,0.739,7,0.9047,2,0.5348,8,0.4936,1,2.8929,1,1.4513,1,1.8717,6,0.8077,36,2,861500000,2
aset-1412,6,0,0,0,14007,19,"Blok Sudirman No. 30, Kel. Pusat Pasar Kec. Medan Barat, Kota Medan",3.619075,98.681633,3,1.4389,1,1.7172,3,1.409,0,3.1303,4,1.0115,0,3.2517,0,3.2736,1,2.8837,0,3.0126,12,2,63800000,1
aset-1413,3,2,0,1,3984,23,"Komplek HM Yamin No. 6, Kel. Aur Kec. Medan Timur, Kota Medan",3.587449,98.691105,3,0.9583,7,0.7443,6,0.7903,2,0.6414,8,0.5376,0,3.0162,1,1.5908,1,1.93,6,1.0116,34,2,145200000,2
aset-1414,5,2,2,1,1546,7,"Jl. Teuku Daud No. 25, Kel. Gaharu Kec. Medan Maimun, Kota Medan",3.577466,98.683621,2,1.5214,6,1.1734,7,0.544,2,1.1565,5,1.1813,1,2.8411,1,1.5756,1,2.0726,6,0.1348,31,2,65100000,2
aset-1415,4,0,0,1,1430,25,"Jl. Sutomo No. 3, Kel. Suka Maju Kec. Medan Selayang, Kota Medan",3.601689,98.664469,3,1.6823,6,1.2774,6,0.8499,1,1.2078,6,1.4122,1,0.7461,1,1.9034,1,1.448,5,0.9405,30,2,344500000,2
aset-1416,5,0,0,2,2383,24,"Jl. Marelan Raya No. 4, Kel. Sikambing Kec. Medan Kota, Kota Medan",3.554848,98.656876,1,0.9064,0,4.4465,1,1.8303,1,0.7574,0,3.7494,1,0.9107,0,4.5017,0,4.7957,0,3.7504,4,0,5600000,1
aset-1417,3,2,1,2,597,9,"Jl. Putri Hijau No. 48, Kel. Polonia Kec. Medan Area, Kota Medan",3.513521,98.645663,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,1,200000,0
aset-1418,2,2,0,1,1670,27,"Jl. Veteran No. 20, Kel. Sei Sikambing Kec. Medan Deli, Kota Medan",3.540566,98.721525,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,1,600000,0
aset-1419,5,0,1,1,701,7,"Jl. Sisingamangaraja No. 8, Kel. Pandan Selamat Kec. Medan Marelan, Kota Medan",3.578268,98.67828,3,1.2941,6,1.2023,7,0.4779,2,1.6855,5,1.0228,2,2.3736,1,1.3123,1,1.7868,7,0.689,34,2,265900000,2
aset-1420,2,0,1,1,1400,25,"Komplek HM Yamin No. 30, Kel. Aur Kec. Medan Barat, Kota Medan",3.616013,98.681013,4,1.1356,5,1.4495,3,1.5709,1,2.7898,4,0.6686,1,2.9355,1,2.9266,1,2.5371,2,2.6662,22,2,163200000,2
aset-1421,3,2,1,1,1281,19,"Perumahan Iskandar Muda No. 3, Kel. Sunggal Kec. Medan Maimun, Kota Medan",3.587546,98.695319,3,1.1869,7,0.6177,6,0.8565,2,0.6682,7,0.5672,0,3.4653,1,2.0512,1,2.3663,5,1.4793,32,2,73900000,2
aset-1422,4,0,0,1,545,11,"Jl. Marelan Raya No. 42, Kel. Jati Kec. Medan Labuhan, Kota Medan",3.59338,98.672103,3,0.7508,7,0.0438,7,0.7695,2,0.1295,7,0.9266,1,0.8085,1,0.6608,1,0.3288,7,0.4605,36,2,183500000,2
aset-1423,6,2,0,1,1748,26,"Jl. Yos Sudarso No. 28, Kel. Pasar Merah Kec. Medan Tembung, Kota Medan",3.604303,98.6901,3,0.9881,7,0.2455,6,1.1103,2,2.4642,7,0.7403,1,2.9713,1,2.1547,1,2.0299,4,1.8855,32,2,78700000,2
aset-1424,1,0,0,1,1728,9,"Jl. Putri Hijau No. 48, Kel. Sunggal Kec. Medan Maimun, Kota Medan",3.535721,98.667816,0,3.2704,0,5.0,0,3.4781,1,2.181,0,5.0,1,2.2765,0,5.0,0,5.0,0,4.7286,2,0,6500000,0
aset-1425,1,0,0,0,5072,26,"Jl. Pemuda No. 14, Kel. Kesawan Kec. Medan Area, Kota Medan",3.537905,98.651205,1,2.8587,0,5.0,0,3.7338,1,2.344,0,5.0,1,2.5283,0,5.0,0,5.0,0,5.0,3,0,7400000,1
aset-1426,1,0,0,1,2484,27,"Jl. Pemuda No. 5, Kel. Jati Kec. Medan Deli, Kota Medan",3.582578,98.668919,4,1.2869,6,1.0932,7,0.6764,2,1.1817,5,0.4352,2,1.4482,1,1.2187,1,1.4382,7,0.9905,35,2,257600000,2
aset-1427,1,0,0,1,1663,22,"Jl. Ahmad Yani No. 36, Kel. Jati Kec. Medan Polonia, Kota Medan",3.570003,98.686046,2,2.39,6,1.6635,6,1.4059,2,1.5412,4,1.6384,1,2.8071,1,2.4397,1,2.9365,5,0.6148,28,2,201400000,2
aset-1428,4,0,2,0,1172,6,"Jl. Setiabudi No. 6, Kel. Kesawan Kec. Medan Denai, Kota Medan",3.511352,98.650707,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,3,400000,0
aset-1429,2,0,0,1,1960,19,"Jl. Sutomo No. 28, Kel. Pandan Selamat Kec. Medan Petisah, Kota Medan",3.514705,98.66669,0,5.0,0,5.0,0,5.0,0,4.4818,0,5.0,0,4.5956,0,5.0,0,5.0,0,5.0,0,0,2800000,0
aset-1430,5,0,1,0,368,21,"Gang Teuku Daud No. 28, Kel. Polonia Kec. Medan Maimun, Kota Medan",3.57604,98.651929,1,1.5475,2,2.9186,2,2.0473,2,2.6893,2,2.0448,2,2.5591,0,3.1861,0,3.2471,3,1.4809,14,2,9300000,1
aset-1431,1,0,0,1,1262,14,"Jl. Sutomo No. 5, Kel. Pulo Brayan Kec. Medan Sunggal, Kota Medan",3.618569,98.65881,2,2.6408,0,3.1979,2,1.5852,0,3.1486,1,2.6404,1,2.7093,0,3.7639,0,3.2698,1,2.9161,7,2,6300000,1
aset-1432,2,0,0,1,1475,18,"Jl. Sutomo No. 48, Kel. Aur Kec. Medan Tembung, Kota Medan",3.527091,98.705792,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,2,2300000,0
aset-1433,4,2,1,0,147,16,"Komplek KH Wahid Hasyim No. 18, Kel. Pandan Selamat Kec. Medan Perjuangan, Kota Medan",3.58889,98.691285,3,0.8164,7,0.8113,6,0.6288,2,0.7894,8,0.682,1,2.9951,1,1.5901,1,1.8945,6,1.0516,35,2,15500000,2
aset-1434,6,2,0,1,396,9,"Lorong Balai Kota No. 4, Kel. Pasar Merah Kec. Medan Barat, Kota Medan",3.549725,98.634449,1,2.8865,0,5.0,0,4.1898,0,3.2969,0,5.0,0,3.4616,0,5.0,0,5.0,0,4.9269,1,4,300000,0
aset-1435,5,0,0,0,3496,28,"Jl. Iskandar Muda No. 36, Kel. Kesawan Kec. Medan Perjuangan, Kota Medan",3.542176,98.691682,0,4.5109,0,4.4435,0,3.8114,0,3.4126,0,4.5417,0,3.3364,0,5.0,0,5.0,0,3.7615,0,5,8900000,1
aset-1436,4,0,2,1,8052,9,"Jl. Veteran No. 3, Kel. Titi Kuning Kec. Medan Johor, Kota Medan",3.547761,98.694265,0,4.4899,0,3.808,0,3.6157,0,3.4838,0,3.9209,0,3.3746,0,5.0,0,5.0,0,3.2503,0,3,2500000,0
aset-1437,1,2,0,1,325,11,"Jl. Diponegoro No. 18, Kel. Merdeka Kec. Medan Maimun, Kota Medan",3.588697,98.715964,0,3.1645,1,2.4428,1,2.7366,1,2.655,1,2.626,0,5.0,0,4.3265,0,4.5841,0,3.7739,4,1,300000,0
aset-1438,3,0,2,0,2285,16,"Jl. Teuku Daud No. 40, Kel. Sunggal Kec. Medan Marelan, Kota Medan",3.588592,98.654452,2,2.6062,3,2.0081,5,2.3425,1,1.9007,2,1.1715,1,1.3704,1,2.5072,1,2.3583,4,0.0759,20,2,72600000,1
aset-1439,3,2,1,1,563,7,"Perumahan Sisingamangaraja No. 40, Kel. Aur Kec. Medan Johor, Kota Medan",3.586013,98.701732,2,1.8326,5,0.8702,5,1.4343,1,1.0668,4,1.0253,0,4.1971,1,2.7802,0,3.0967,5,2.1925,23,2,8000000,2
aset-1440,4,0,0,0,5716,22,"Jl. Imam Bonjol No. 12, Kel. Merdeka Kec. Medan Deli, Kota Medan",3.629455,98.700475,1,2.1796,0,3.0514,0,3.2934,0,5.0,1,2.4368,0,5.0,0,5.0,0,4.8512,0,4.824,2,5,16500000,1
aset-1441,6,2,0,2,2444,28,"Jl. Balai Kota No. 3, Kel. Jati Kec. Medan Labuhan, Kota Medan",3.618376,98.680033,3,1.3809,3,1.7303,3,1.3128,1,2.9945,4,0.9375,0,3.0886,0,3.1732,1,2.7675,1,2.9178,16,2,15900000,1
aset-1442,2,0,0,1,783,6,"Perumahan Teuku Cik Ditiro No. 12, Kel. Pulo Brayan Kec. Medan Area, Kota Medan",3.575872,98.680659,2,1.5896,6,1.3734,7,0.6381,3,1.5297,5,1.3978,2,2.7466,1,1.6226,1,2.1113,6,0.3697,33,2,240500000,2
aset-1443,5,0,0,1,10998,7,"Jl. Sisingamangaraja No. 4, Kel. Kesawan Kec. Medan Selayang, Kota Medan",3.634376,98.69853,1,1.9632,0,3.4692,0,3.1939,0,5.0,1,2.9463,0,5.0,0,5.0,0,5.0,0,5.0,2,0,13800000,1
aset-1444,3,0,1,1,3432,27,"Jl. Katamso No. 12, Kel. Bantan Kec. Medan Denai, Kota Medan",3.618613,98.716192,0,4.0161,0,3.4756,0,3.7943,0,4.8165,1,2.5326,0,5.0,0,5.0,0,5.0,0,5.0,1,2,8300000,0
aset-1445,6,0,0,1,6408,14,"Jl. Yos Sudarso No. 30, Kel. Pusat Pasar Kec. Medan Perjuangan, Kota Medan",3.57715,98.710594,0,3.2141,1,1.8127,1,2.8249,1,2.0257,1,2.0581,0,5.0,0,3.9926,0,4.372,2,2.9304,6,0,13600000,1
aset-1446,3,0,1,0,3835,22,"Lingkungan Sudirman No. 7, Kel. Jati Kec. Medan Johor, Kota Medan",3.566134,98.608118,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5,2400000,0
aset-1447,6,0,1,2,944,18,"Jl. Diponegoro No. 8, Kel. Merdeka Kec. Medan Helvetia, Kota Medan",3.582485,98.685808,3,1.2042,7,0.6878,7,0.5426,2,0.8,6,0.6197,1,2.6961,1,1.286,1,1.7544,6,0.6562,34,2,114700000,2
aset-1448,1,2,1,1,1104,25,"Jl. Teuku Cik Ditiro No. 32, Kel. Pasar Merah Kec. Medan Petisah, Kota Medan",3.569035,98.68914,2,2.6341,5,1.5815,6,1.6638,1,1.5039,3,1.6108,0,3.0461,1,2.6925,0,3.1888,5,0.8905,23,2,21300000,2
aset-1449,2,0,0,0,1513,15,"Jl. Sutomo No. 40, Kel. Jati Kec. Medan Barat, Kota Medan",3.603231,98.61313,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,4.9086,0,0,3500000,0
aset-1450,1,0,0,1,1334,15,"Jl. Katamso No. 1, Kel. Aur Kec. Medan Perjuangan, Kota Medan",3.567407,98.664802,2,1.0143,2,2.815,5,0.3578,2,1.3961,2,2.113,1,1.2686,1,2.8537,0,3.1662,6,2.2856,21,0,44100000,2
aset-1451,1,2,1,1,2652,21,"Jl. Ahmad Yani No. 18, Kel. Sunggal Kec. Medan Perjuangan, Kota Medan",3.512512,98.679718,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,1,100000,0
aset-1452,4,2,0,0,697,22,"Jl. HM Yamin No. 20, Kel. Aur Kec. Medan Selayang, Kota Medan",3.532941,98.687643,0,4.7842,0,5.0,0,4.3698,0,3.6088,0,5.0,0,3.5902,0,5.0,0,5.0,0,4.7063,0,1,200000,0
aset-1453,6,2,0,2,733,25,"Jl. Balai Kota No. 1, Kel. Petisah Tengah Kec. Medan Polonia, Kota Medan",3.577742,98.658592,2,1.6512,4,2.2567,6,1.5865,2,2.1851,2,1.4397,2,2.0465,1,2.4559,1,2.5659,7,1.3138,27,2,57800000,2
aset-1454,1,2,0,2,439,28,"Jl. Gatot Subroto No. 14, Kel. Sunggal Kec. Medan Polonia, Kota Medan",3.588657,98.695747,3,1.131,7,0.7448,6,0.7714,2,0.8005,7,0.699,0,3.4843,1,2.0858,1,2.3779,5,1.5367,32,2,21700000,2
aset-1455,4,2,2,1,597,14,"Jl. Setiabudi No. 30, Kel. Bantan Kec. Medan Labuhan, Kota Medan",3.594086,98.689867,3,0.2421,7,0.8271,6,0.2411,2,1.3881,8,0.8659,1,2.7616,1,1.4985,1,1.65,6,1.1761,35,2,64700000,2
aset-1456,3,0,0,2,5041,19,"Lingkungan Thamrin No. 40, Kel. Pulo Brayan Kec. Medan Marelan, Kota Medan",3.563048,98.666982,1,1.1301,0,3.2043,3,0.4538,1,0.9765,2,2.5037,1,0.8139,0,3.1965,0,3.5549,3,2.3067,11,5,13500000,1
aset-1457,6,0,0,0,1125,15,"Gang Yos Sudarso No. 50, Kel. Pandan Selamat Kec. Medan Barat, Kota Medan",3.59371,98.676258,3,0.4612,7,0.1923,6,0.6057,2,0.5889,8,0.5846,1,1.2576,1,0.4207,1,0.1433,7,0.2732,36,2,1081500000,2
aset-1458,3,2,0,1,1721,13,"Jl. Pemuda No. 34, Kel. Suka Maju Kec. Medan Johor, Kota Medan",3.615332,98.652089,0,3.1616,0,3.324,2,2.4107,0,3.2513,0,3.2598,1,2.6766,0,3.9468,0,3.4773,2,2.9458,5,1,800000,1
aset-1459,1,0,1,0,527,18,"Jl. Imam Bonjol No. 24, Kel. Polonia Kec. Medan Tembung, Kota Medan",3.613131,98.622262,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,4.5165,0,4,700000,0
aset-1460,4,0,1,0,938,10,"Blok Pemuda No. 10, Kel. Titi Kuning Kec. Medan Helvetia, Kota Medan",3.58445,98.653688,2,2.41,3,2.2436,5,2.3707,1,2.1436,2,1.3535,1,1.7182,1,2.6597,1,2.5926,4,0.5265,20,2,39800000,2
aset-1461,5,0,0,2,854,27,"Komplek Ahmad Yani No. 20, Kel. Aur Kec. Medan Denai, Kota Medan",3.595731,98.669944,3,1.0955,6,0.3799,6,0.5569,2,0.3255,7,0.928,1,0.5546,1,1.0096,1,0.5932,7,0.2891,34,2,475200000,2
aset-1462,4,0,0,1,855,18,"Jl. Veteran No. 30, Kel. Pandan Selamat Kec. Medan Sunggal, Kota Medan",3.596161,98.692402,3,0.4595,7,1.0975,6,0.19,2,1.576,7,1.2241,0,3.0437,1,1.8415,1,1.9461,6,1.5396,33,2,80400000,2
aset-1463,3,2,1,1,3720,10,"Jl. Diponegoro No. 1, Kel. Pandan Selamat Kec. Medan Helvetia, Kota Medan",3.587859,98.663227,4,1.6441,5,1.129,6,1.4138,1,1.0348,4,0.2341,1,0.8181,1,1.5469,1,1.4742,7,0.8642,30,2,60500000,2
aset-1464,4,0,0,1,1699,8,"Jl. Setiabudi No. 7, Kel. Suka Maju Kec. Medan Baru, Kota Medan",3.575555,98.666224,2,1.7443,5,1.9221,6,0.9715,2,2.0109,4,1.2304,2,2.1665,1,2.0026,1,2.2705,7,1.7585,30,2,362700000,2
aset-1465,1,2,1,0,4512,19,"Jl. Sutomo No. 8, Kel. Sunggal Kec. Medan Barat, Kota Medan",3.609088,98.642311,0,4.086,0,3.7491,0,3.4366,0,3.6519,0,3.3659,1,2.9655,0,4.396,0,3.9969,1,2.6405,2,1,900000,1
aset-1466,2,0,2,1,682,7,"Jl. Jamin Ginting No. 1, Kel. Pusat Pasar Kec. Medan Polonia, Kota Medan",3.579561,98.701342,2,2.2969,3,0.7543,5,1.9581,1,0.9647,3,1.0017,0,4.3833,1,2.9402,0,3.3352,5,1.9346,20,2,172200000,1
aset-1467,3,2,1,1,675,8,"Jl. KH Wahid Hasyim No. 3, Kel. Merdeka Kec. Medan Maimun, Kota Medan",3.571044,98.692479,2,2.6483,4,1.2499,6,1.7322,1,1.2196,3,1.3307,0,3.4783,1,2.7191,0,3.206,5,1.0535,22,2,7300000,2
aset-1468,6,0,2,1,987,15,"Jl. Veteran No. 24, Kel. Sei Sikambing Kec. Medan Sunggal, Kota Medan",3.555786,98.663245,1,1.0748,0,4.0935,1,1.354,1,0.1107,0,3.3907,1,0.1962,0,4.0993,0,4.445,0,3.1412,4,3,4000000,1
aset-1469,4,2,0,1,1559,10,"Jl. Imam Bonjol No. 28, Kel. Sei Sikambing Kec. Medan Labuhan, Kota Medan",3.567289,98.660342,1,0.618,0,3.0412,3,0.8505,1,1.4271,2,2.3564,1,1.3576,0,3.1297,0,3.3865,4,2.4859,12,1,3100000,1
aset-1470,6,0,0,0,388,24,"Jl. Diponegoro No. 34, Kel. Merdeka Kec. Medan Barat, Kota Medan",3.574238,98.700177,1,2.7165,3,1.0368,5,2.2802,1,1.1744,2,1.2584,0,4.3992,0,3.1125,0,3.5546,3,1.7893,15,5,14100000,1
aset-1471,1,2,0,1,619,18,"Jl. Thamrin No. 3, Kel. Sikambing Kec. Medan Labuhan, Kota Medan",3.628086,98.6703,2,1.2646,0,3.2323,1,0.2446,0,3.9022,2,2.3355,0,3.7257,0,4.2998,0,3.8259,0,3.7988,5,1,600000,1
aset-1472,4,0,0,1,888,25,"Jl. Sutomo No. 8, Kel. Pandan Selamat Kec. Medan Timur, Kota Medan",3.56978,98.682846,3,2.3036,6,1.9146,6,1.3302,3,1.7653,5,1.8523,1,2.504,1,2.3401,1,2.8304,5,0.603,31,2,176600000,2
aset-1473,5,2,2,1,1507,15,"Gang Sutomo No. 3, Kel. Suka Maju Kec. Medan Petisah, Kota Medan",3.508003,98.670915,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,4,500000,0
aset-1474,3,0,0,2,1907,12,"Blok Sudirman No. 30, Kel. Sunggal Kec. Medan Baru, Kota Medan",3.606571,98.658823,2,2.24,3,2.1013,3,1.62,1,2.0256,5,2.0706,1,1.4578,1,2.7321,1,2.2752,4,1.7295,21,2,53400000,2
aset-1475,6,0,2,1,461,9,"Jl. Diponegoro No. 28, Kel. Pasar Merah Kec. Medan Marelan, Kota Medan",3.588661,98.647098,0,3.0498,2,2.8053,0,3.0515,1,2.6961,2,1.9871,1,2.108,0,3.3218,0,3.1529,2,0.8778,8,2,5800000,1
aset-1476,6,0,1,1,728,18,"Lingkungan Imam Bonjol No. 30, Kel. Sikambing Kec. Medan Timur, Kota Medan",3.613107,98.674743,4,0.9207,6,1.7254,5,1.4562,1,2.274,5,0.7755,1,2.2854,1,2.5815,1,2.1248,3,2.2525,27,2,116800000,2
aset-1477,6,2,2,0,919,12,"Lingkungan Imam Bonjol No. 15, Kel. Suka Maju Kec. Medan Baru, Kota Medan",3.591178,98.700152,3,1.4042,6,1.1698,5,0.9772,1,1.2929,6,1.207,0,3.9241,1,2.5727,1,2.8089,5,2.0673,28,2,24200000,2
aset-1478,1,0,0,1,1018,23,"Jl. Sisingamangaraja No. 30, Kel. Pasar Merah Kec. Medan Johor, Kota Medan",3.590509,98.6958,3,1.0066,7,0.9503,6,0.6122,2,0.9959,7,0.8909,0,3.4544,1,2.0872,1,2.3408,5,1.5804,32,2,82000000,2
aset-1479,6,0,1,1,3133,15,"Jl. Putri Hijau No. 30, Kel. Aur Kec. Medan Johor, Kota Medan",3.558289,98.690799,0,3.7953,1,2.6775,2,2.7093,1,2.6479,1,2.7586,1,2.8745,0,3.8443,0,4.3408,2,2.02,8,5,9400000,1
aset-1480,3,0,1,2,5987,25,"Jl. Teuku Daud No. 5, Kel. Aur Kec. Medan Kota, Kota Medan",3.587945,98.655994,2,2.4408,4,1.8631,6,2.1797,1,1.7576,3,1.0063,1,1.2706,1,2.3424,1,2.2141,5,0.161,24,2,336100000,2
aset-1481,2,0,0,1,284,26,"Jl. Pemuda No. 28, Kel. Polonia Kec. Medan Petisah, Kota Medan",3.642513,98.68746,1,1.3713,0,4.1717,1,2.59,0,5.0,0,3.6857,0,5.0,0,5.0,0,5.0,0,5.0,2,2,3000000,1
aset-1482,3,0,0,1,6382,6,"Jl. Veteran No. 15, Kel. Polonia Kec. Medan Kota, Kota Medan",3.593479,98.670757,3,0.887,7,0.1479,7,0.7709,2,0.0597,7,0.8101,1,0.6609,1,0.7935,1,0.4744,7,0.3114,36,2,404000000,2
